id,age,income,city,signup_date,notes,churned
350,53,16703.75,Bangalore,2022-12-16,customer feedback text goes here number 349 with several words,0
351,74,13617.56,Delhi,2022-12-17,customer feedback text goes here number 350 with several words,0
352,45,36130.11,Bangalore,2022-12-18,customer feedback text goes here number 351 with several words,0
353,58,22937.57,Mumbai,2022-12-19,customer feedback text goes here number 352 with several words,1
354,70,30488.11,Delhi,2022-12-20,customer feedback text goes here number 353 with several words,0
355,54,20585.03,Mumbai,2022-12-21,customer feedback text goes here number 354 with several words,1
356,66,176157.56,Bangalore,2022-12-22,customer feedback text goes here number 355 with several words,0
357,43,7161.16,Bangalore,2022-12-23,customer feedback text goes here number 356 with several words,0
358,21,5090.78,Mumbai,2022-12-24,customer feedback text goes here number 357 with several words,1
359,57,21033.38,Pune,2022-12-25,customer feedback text goes here number 358 with several words,0
360,78,44705.29,Bangalore,2022-12-26,customer feedback text goes here number 359 with several words,0
361,53,53819.52,Delhi,2022-12-27,customer feedback text goes here number 360 with several words,1
362,68,25313.2,Mumbai,2022-12-28,customer feedback text goes here number 361 with several words,0
363,48,361673.85,Mumbai,2022-12-29,customer feedback text goes here number 362 with several words,0
364,47,21684.97,Bangalore,2022-12-30,customer feedback text goes here number 363 with several words,0
365,67,63900.11,Mumbai,2022-12-31,customer feedback text goes here number 364 with several words,1
366,51,50747.95,Mumbai,2023-01-01,customer feedback text goes here number 365 with several words,0
367,36,83846.74,Delhi,2023-01-02,customer feedback text goes here number 366 with several words,1
368,35,186957.43,Pune,2023-01-03,customer feedback text goes here number 367 with several words,0
369,47,110270.04,Pune,2023-01-04,customer feedback text goes here number 368 with several words,1
370,38,72315.38,Mumbai,2023-01-05,customer feedback text goes here number 369 with several words,1
371,79,59907.57,Pune,2023-01-06,customer feedback text goes here number 370 with several words,0
372,20,20435.88,Mumbai,2023-01-07,customer feedback text goes here number 371 with several words,1
373,23,7989.99,Pune,2023-01-08,customer feedback text goes here number 372 with several words,1
374,55,3234.18,Pune,2023-01-09,customer feedback text goes here number 373 with several words,0
375,30,13847.11,Delhi,2023-01-10,customer feedback text goes here number 374 with several words,1
376,62,28306.48,Mumbai,2023-01-11,customer feedback text goes here number 375 with several words,1
377,71,36906.84,Delhi,2023-01-12,customer feedback text goes here number 376 with several words,1
378,79,74158.67,Bangalore,2023-01-13,customer feedback text goes here number 377 with several words,0
379,20,159394.21,Pune,2023-01-14,customer feedback text goes here number 378 with several words,0
380,65,6239.65,Bangalore,2023-01-15,customer feedback text goes here number 379 with several words,1
381,45,5658.67,Mumbai,2023-01-16,customer feedback text goes here number 380 with several words,1
382,39,44542.69,Mumbai,2023-01-17,customer feedback text goes here number 381 with several words,0
383,57,68402.7,Mumbai,2023-01-18,customer feedback text goes here number 382 with several words,0
384,57,94243.23,Bangalore,2023-01-19,customer feedback text goes here number 383 with several words,0
385,29,137312.59,Bangalore,2023-01-20,customer feedback text goes here number 384 with several words,0
386,40,204996.73,Mumbai,2023-01-21,customer feedback text goes here number 385 with several words,0
387,48,25524.76,Mumbai,2023-01-22,customer feedback text goes here number 386 with several words,1
388,35,23928.83,Bangalore,2023-01-23,customer feedback text goes here number 387 with several words,1
389,24,7997.21,Mumbai,2023-01-24,customer feedback text goes here number 388 with several words,1
390,25,57748.73,Pune,2023-01-25,customer feedback text goes here number 389 with several words,1
391,36,53466.55,Mumbai,2023-01-26,customer feedback text goes here number 390 with several words,1
392,46,99047.76,Pune,2023-01-27,customer feedback text goes here number 391 with several words,0
393,61,5115.92,Delhi,2023-01-28,customer feedback text goes here number 392 with several words,0
394,37,34435.54,Bangalore,2023-01-29,customer feedback text goes here number 393 with several words,1
395,67,43504.0,Pune,2023-01-30,customer feedback text goes here number 394 with several words,1
396,59,13824.38,Bangalore,2023-01-31,customer feedback text goes here number 395 with several words,0
397,47,9257.8,Bangalore,2023-02-01,customer feedback text goes here number 396 with several words,1
398,64,98156.17,Delhi,2023-02-02,customer feedback text goes here number 397 with several words,0
399,39,3015.9,Mumbai,2023-02-03,customer feedback text goes here number 398 with several words,0
400,27,31802.52,Pune,2023-02-04,customer feedback text goes here number 399 with several words,0
401,43,6155.52,Pune,2023-02-05,customer feedback text goes here number 400 with several words,1
402,68,30537.71,Pune,2023-02-06,customer feedback text goes here number 401 with several words,0
403,50,195507.05,Delhi,2023-02-07,customer feedback text goes here number 402 with several words,0
404,45,27556.9,Mumbai,2023-02-08,customer feedback text goes here number 403 with several words,1
405,27,97289.23,Bangalore,2023-02-09,customer feedback text goes here number 404 with several words,1
406,46,6239.38,Bangalore,2023-02-10,customer feedback text goes here number 405 with several words,1
407,61,15821.37,Pune,2023-02-11,customer feedback text goes here number 406 with several words,0
408,35,25858.35,Bangalore,2023-02-12,customer feedback text goes here number 407 with several words,1
409,59,25525.63,Delhi,2023-02-13,customer feedback text goes here number 408 with several words,1
410,76,55643.19,Pune,2023-02-14,customer feedback text goes here number 409 with several words,0
411,18,21134.49,Pune,2023-02-15,customer feedback text goes here number 410 with several words,1
412,40,62547.43,Pune,2023-02-16,customer feedback text goes here number 411 with several words,1
413,34,50969.76,Pune,2023-02-17,customer feedback text goes here number 412 with several words,0
414,60,25471.43,Delhi,2023-02-18,customer feedback text goes here number 413 with several words,1
415,54,28260.58,Bangalore,2023-02-19,customer feedback text goes here number 414 with several words,0
416,48,47664.3,Mumbai,2023-02-20,customer feedback text goes here number 415 with several words,0
417,42,3630.8,Mumbai,2023-02-21,customer feedback text goes here number 416 with several words,1
418,70,86412.97,Pune,2023-02-22,customer feedback text goes here number 417 with several words,0
419,21,52982.25,Delhi,2023-02-23,customer feedback text goes here number 418 with several words,0
420,69,64793.89,Mumbai,2023-02-24,customer feedback text goes here number 419 with several words,0
421,26,38493.1,Mumbai,2023-02-25,customer feedback text goes here number 420 with several words,0
422,74,5853.5,Bangalore,2023-02-26,customer feedback text goes here number 421 with several words,1
423,45,25962.69,Pune,2023-02-27,customer feedback text goes here number 422 with several words,1
424,47,25991.1,Bangalore,2023-02-28,customer feedback text goes here number 423 with several words,1
425,77,19359.87,Bangalore,2023-03-01,customer feedback text goes here number 424 with several words,1
426,64,1520.4,Pune,2023-03-02,customer feedback text goes here number 425 with several words,1
427,41,66828.42,Delhi,2023-03-03,customer feedback text goes here number 426 with several words,1
428,50,5814.58,Bangalore,2023-03-04,customer feedback text goes here number 427 with several words,1
429,37,46609.34,Mumbai,2023-03-05,customer feedback text goes here number 428 with several words,1
430,26,60737.79,Pune,2023-03-06,customer feedback text goes here number 429 with several words,0
431,25,50363.63,Delhi,2023-03-07,customer feedback text goes here number 430 with several words,0
432,41,159882.94,Delhi,2023-03-08,customer feedback text goes here number 431 with several words,1
433,31,5451.59,Delhi,2023-03-09,customer feedback text goes here number 432 with several words,1
434,76,100933.19,Mumbai,2023-03-10,customer feedback text goes here number 433 with several words,0
435,35,,Bangalore,2023-03-11,customer feedback text goes here number 434 with several words,1
436,74,38276.95,Bangalore,2023-03-12,customer feedback text goes here number 435 with several words,1
437,70,25896.17,Mumbai,2023-03-13,customer feedback text goes here number 436 with several words,0
438,73,37136.19,Mumbai,2023-03-14,customer feedback text goes here number 437 with several words,0
439,18,22714.38,Delhi,2023-03-15,customer feedback text goes here number 438 with several words,1
440,29,10571.06,Delhi,2023-03-16,customer feedback text goes here number 439 with several words,1
441,46,965.41,Bangalore,2023-03-17,customer feedback text goes here number 440 with several words,0
442,54,36506.1,Pune,2023-03-18,customer feedback text goes here number 441 with several words,0
443,43,92504.46,Bangalore,2023-03-19,customer feedback text goes here number 442 with several words,1
444,50,23357.66,Bangalore,2023-03-20,customer feedback text goes here number 443 with several words,1
445,60,12606.98,Bangalore,2023-03-21,customer feedback text goes here number 444 with several words,0
446,32,4198.0,Bangalore,2023-03-22,customer feedback text goes here number 445 with several words,0
447,40,4458.55,Pune,2023-03-23,customer feedback text goes here number 446 with several words,1
448,46,12512.66,Mumbai,2023-03-24,customer feedback text goes here number 447 with several words,1
449,38,5268.81,Bangalore,2023-03-25,customer feedback text goes here number 448 with several words,1
450,36,15396.94,Mumbai,2023-03-26,customer feedback text goes here number 449 with several words,0
451,22,3421.94,Pune,2023-03-27,customer feedback text goes here number 450 with several words,1
452,40,3392.79,Mumbai,2023-03-28,customer feedback text goes here number 451 with several words,1
453,53,96993.09,Pune,2023-03-29,customer feedback text goes here number 452 with several words,1
454,76,8844.03,Pune,2023-03-30,customer feedback text goes here number 453 with several words,0
455,37,41012.95,Bangalore,2023-03-31,customer feedback text goes here number 454 with several words,1
456,25,74240.7,Pune,2023-04-01,customer feedback text goes here number 455 with several words,1
457,26,30477.96,Delhi,2023-04-02,customer feedback text goes here number 456 with several words,1
458,79,8324.51,Mumbai,2023-04-03,customer feedback text goes here number 457 with several words,1
459,31,11131.94,Bangalore,2023-04-04,customer feedback text goes here number 458 with several words,1
460,23,28368.41,Delhi,2023-04-05,customer feedback text goes here number 459 with several words,1
461,18,37563.62,Mumbai,2023-04-06,customer feedback text goes here number 460 with several words,1
462,26,21496.11,Delhi,2023-04-07,customer feedback text goes here number 461 with several words,0
463,33,76043.8,Bangalore,2023-04-08,customer feedback text goes here number 462 with several words,0
464,33,69519.47,Mumbai,2023-04-09,customer feedback text goes here number 463 with several words,0
465,71,131010.08,Mumbai,2023-04-10,customer feedback text goes here number 464 with several words,0
466,29,1469.0,Pune,2023-04-11,customer feedback text goes here number 465 with several words,0
467,22,113020.02,Delhi,2023-04-12,customer feedback text goes here number 466 with several words,0
468,57,24925.82,Delhi,2023-04-13,customer feedback text goes here number 467 with several words,1
469,46,105339.61,Mumbai,2023-04-14,customer feedback text goes here number 468 with several words,1
470,63,58685.89,Delhi,2023-04-15,customer feedback text goes here number 469 with several words,0
471,44,218499.99,Mumbai,2023-04-16,customer feedback text goes here number 470 with several words,0
472,28,71206.55,Mumbai,2023-04-17,customer feedback text goes here number 471 with several words,1
473,70,22670.67,Pune,2023-04-18,customer feedback text goes here number 472 with several words,1
474,64,34763.79,Mumbai,2023-04-19,customer feedback text goes here number 473 with several words,1
475,67,23611.44,Delhi,2023-04-20,customer feedback text goes here number 474 with several words,0
476,45,22699.57,Bangalore,2023-04-21,customer feedback text goes here number 475 with several words,0
477,69,15116.41,Pune,2023-04-22,customer feedback text goes here number 476 with several words,0
478,53,34256.0,Bangalore,2023-04-23,customer feedback text goes here number 477 with several words,0
479,59,57244.32,Mumbai,2023-04-24,customer feedback text goes here number 478 with several words,1
480,36,,Pune,2023-04-25,customer feedback text goes here number 479 with several words,1
481,71,37156.78,Pune,2023-04-26,customer feedback text goes here number 480 with several words,1
482,52,6243.04,Mumbai,2023-04-27,customer feedback text goes here number 481 with several words,0
483,69,8708.46,Delhi,2023-04-28,customer feedback text goes here number 482 with several words,0
484,48,2396.86,Mumbai,2023-04-29,customer feedback text goes here number 483 with several words,1
485,71,176562.07,Mumbai,2023-04-30,customer feedback text goes here number 484 with several words,0
486,76,,Mumbai,2023-05-01,customer feedback text goes here number 485 with several words,1
487,61,9836.03,Mumbai,2023-05-02,customer feedback text goes here number 486 with several words,0
488,73,47449.32,Mumbai,2023-05-03,customer feedback text goes here number 487 with several words,1
489,78,4243.57,Delhi,2023-05-04,customer feedback text goes here number 488 with several words,0
490,78,106809.7,Pune,2023-05-05,customer feedback text goes here number 489 with several words,0
491,36,63580.5,Delhi,2023-05-06,customer feedback text goes here number 490 with several words,1
492,63,169646.54,Mumbai,2023-05-07,customer feedback text goes here number 491 with several words,0
493,41,35426.8,Pune,2023-05-08,customer feedback text goes here number 492 with several words,0
494,19,17862.59,Pune,2023-05-09,customer feedback text goes here number 493 with several words,1
495,24,39869.92,Pune,2023-05-10,customer feedback text goes here number 494 with several words,1
496,60,133551.25,Bangalore,2023-05-11,customer feedback text goes here number 495 with several words,0
497,71,36777.84,Delhi,2023-05-12,customer feedback text goes here number 496 with several words,1
498,66,15544.6,Delhi,2023-05-13,customer feedback text goes here number 497 with several words,0
499,48,104940.92,Delhi,2023-05-14,customer feedback text goes here number 498 with several words,0
500,77,23254.29,Mumbai,2023-05-15,customer feedback text goes here number 499 with several words,0
