customer_id,home_region,device_fingerprint,measure_a,measure_b,measure_c,converted
C0093,south,0.0766,1.0603,0.1765,0.2949,0
C0093,south,0.0771,1.0373,1.2363,-1.0581,0
C0093,south,0.0878,1.0563,-1.0696,-0.9447,0
C0094,east,-0.2959,-0.0136,-1.066,0.7401,0
C0094,east,-0.2931,-0.0015,-0.3896,0.3053,0
C0094,east,-0.2982,-0.0057,0.5215,0.0451,0
C0094,east,-0.2953,-0.0163,0.1487,0.3449,0
C0094,east,-0.2933,-0.0131,0.4862,2.4817,0
C0095,north,1.1515,0.5867,0.573,-2.5665,1
C0095,north,1.1558,0.5763,1.4796,-0.254,1
C0095,north,1.1468,0.5812,0.3833,-0.5599,1
C0095,north,1.154,0.5698,0.0306,0.7757,1
C0095,north,1.1743,0.5904,0.4781,1.1838,1
C0096,east,-0.0113,-1.2743,0.458,-0.1179,0
C0096,east,-0.0189,-1.2891,-0.2444,0.2003,0
C0096,east,-0.0293,-1.3119,-1.1209,-2.026,0
C0096,east,-0.0208,-1.2908,-2.0244,0.6882,0
C0096,east,-0.0128,-1.2899,0.9845,1.8717,0
C0097,north,-2.2125,0.357,0.5354,0.4183,0
C0097,north,-2.1911,0.3395,-0.3945,-0.8267,0
C0097,north,-2.208,0.3457,-1.168,-1.0457,0
C0097,north,-2.1946,0.346,0.4833,-1.8893,0
C0097,north,-2.2083,0.3411,0.168,-0.5863,0
C0098,central,-0.6827,-1.6888,-0.66,0.0135,0
C0098,central,-0.685,-1.6929,0.3349,0.4601,0
C0098,central,-0.6905,-1.6878,-0.207,1.0154,0
C0098,central,-0.6826,-1.6844,0.1138,0.1184,0
C0098,central,-0.6795,-1.6885,-2.5429,1.3379,0
C0099,east,-1.9677,-2.047,-0.9925,-0.8838,0
C0099,east,-1.9478,-2.0304,-2.226,0.5462,0
C0099,east,-1.9728,-2.0162,-1.7616,-2.247,0
C0099,east,-1.9681,-2.0388,-1.1891,-2.1412,0
C0099,east,-1.9645,-2.0186,-2.5323,1.1712,0
C0100,central,-3.2571,-0.281,0.2706,-0.1878,1
C0100,central,-3.2404,-0.2992,-0.655,0.7102,1
C0100,central,-3.2565,-0.3224,1.7066,-0.3496,1
C0100,central,-3.2575,-0.3011,-1.5255,-1.3536,1
C0100,central,-3.2564,-0.3097,-0.0571,1.1226,1
C0101,north,-0.5349,-0.895,0.1814,-1.0841,0
C0101,north,-0.5278,-0.9094,0.5975,0.4551,0
C0101,north,-0.53,-0.9133,-0.2556,-0.767,0
C0101,north,-0.5231,-0.9011,-1.0911,0.9255,0
C0101,north,-0.5229,-0.9059,0.6859,-0.2984,0
C0102,north,1.3305,0.1653,-0.6117,-0.4416,1
C0102,north,1.332,0.1794,1.4153,-0.2589,1
C0102,north,1.3497,0.1636,0.4081,0.8836,1
C0102,north,1.3365,0.1882,0.2846,-1.1976,1
C0102,north,1.3466,0.1599,-0.2082,-2.9917,1
C0103,north,0.0571,2.2529,1.617,0.9784,1
C0103,north,0.064,2.2443,1.7418,-0.7438,1
C0103,north,0.0436,2.2553,1.2499,-1.3334,1
C0103,north,0.0507,2.2429,0.1611,0.4343,1
C0103,north,0.0431,2.2291,-0.1021,1.7692,1
C0104,east,-1.1877,-0.8295,0.2164,0.6392,0
C0104,east,-1.1848,-0.8349,-0.2059,0.8002,0
C0104,east,-1.179,-0.8434,0.5696,1.1052,0
C0104,east,-1.1688,-0.8378,0.0334,0.1093,0
C0104,east,-1.1642,-0.8442,-0.2281,-0.1591,0
C0105,central,-0.9518,-0.6218,-0.2182,-0.4104,0
C0105,central,-0.9367,-0.6381,-0.2979,0.4314,0
C0105,central,-0.9379,-0.6132,-1.3306,-1.5079,0
C0105,central,-0.9383,-0.6194,1.6583,0.6166,0
C0105,central,-0.9494,-0.6159,-1.0106,-1.4858,0
C0106,west,1.1567,0.2087,0.7256,0.5636,1
C0106,west,1.1487,0.2082,1.1781,-1.0273,1
C0106,west,1.1167,0.2197,1.4095,0.5107,1
C0106,west,1.1329,0.2071,-0.5372,1.5386,1
C0106,west,1.1372,0.2105,0.4207,1.0479,1
C0107,east,0.1627,0.5005,-0.8548,0.51,1
C0107,east,0.1795,0.4878,0.0813,0.8919,1
C0107,east,0.1672,0.4993,-1.2586,0.5017,1
C0107,east,0.1458,0.4848,0.6905,-0.2958,1
C0107,east,0.1657,0.5245,0.8967,0.7229,1
C0108,central,0.039,-0.1828,-1.0279,-0.5326,0
C0108,central,0.0371,-0.183,-0.2584,-1.0006,0
C0108,central,0.0338,-0.19,0.338,0.0597,0
C0108,central,0.0583,-0.166,-0.3771,0.67,0
C0108,central,0.0336,-0.1536,1.0053,-0.215,0
C0109,north,-0.0651,-0.2021,-1.7654,-0.7793,0
C0109,north,-0.046,-0.2052,-0.5242,0.9507,0
C0109,north,-0.0638,-0.2031,-0.5305,-0.8474,0
C0109,north,-0.0488,-0.2159,1.6294,-0.5847,0
C0109,north,-0.0336,-0.2169,0.463,-1.1996,0
C0110,north,0.025,0.7041,0.8908,-1.2743,0
C0110,north,0.0502,0.6945,0.3991,0.3798,0
C0110,north,0.0443,0.6845,1.7377,0.5618,0
C0110,north,0.0341,0.6922,-1.2437,-1.3614,0
C0110,north,0.0438,0.6991,-0.7374,-0.5269,0
C0111,west,0.821,0.5166,-0.318,1.3506,1
C0111,west,0.81,0.5204,-0.339,-1.5524,1
C0111,west,0.7937,0.5151,0.0103,0.3562,1
C0111,west,0.8109,0.5221,0.4063,-1.0075,1
C0111,west,0.7839,0.5147,-0.6508,-0.6526,1
C0112,central,0.5498,-1.0461,-1.4129,-0.1003,0
C0112,central,0.5537,-1.0402,0.035,-0.2195,0
C0112,central,0.5424,-1.0333,1.2807,-0.6749,0
C0112,central,0.5642,-1.0199,0.9349,-0.8226,0
C0112,central,0.5727,-1.0325,-0.6419,-0.2303,0
C0113,south,0.2217,-0.0787,-0.1909,1.2836,0
C0113,south,0.2085,-0.0896,0.6821,0.7036,0
C0113,south,0.2266,-0.0899,0.9416,0.482,0
C0113,south,0.2333,-0.0917,0.1647,-0.2776,0
C0113,south,0.1998,-0.0863,0.9827,-0.469,0
C0114,south,-1.0501,0.044,0.9041,0.9868,1
C0114,south,-1.0508,0.0347,0.9417,-0.656,1
C0114,south,-1.0504,0.0436,1.4202,-1.1521,1
C0114,south,-1.0688,0.0208,-0.8971,-0.1377,1
C0114,south,-1.0367,0.0338,-0.6162,0.1534,1
C0115,east,0.5015,-1.055,-0.9992,2.6803,0
C0115,east,0.5193,-1.0628,-1.319,-0.4382,0
C0115,east,0.4947,-1.0618,-1.0862,0.8839,0
C0115,east,0.5068,-1.0624,-1.6282,-1.1766,0
C0115,east,0.5104,-1.0566,0.599,-0.6291,0
C0116,west,-0.6737,0.2624,0.0998,-2.0083,1
C0116,west,-0.6971,0.2673,1.362,0.2064,1
C0116,west,-0.6766,0.2558,-0.2303,-0.663,1
C0116,west,-0.6745,0.2633,-0.1068,-0.3284,1
C0116,west,-0.6787,0.2631,-0.6449,1.716,1
C0117,south,1.0964,-0.8579,0.9864,1.024,0
C0117,south,1.093,-0.8526,-1.3062,-0.6408,0
C0117,south,1.0712,-0.8458,-2.0518,0.6813,0
C0117,south,1.0855,-0.8677,-0.5187,0.2664,0
C0117,south,1.1,-0.8402,-0.0204,0.8812,0
C0118,central,-1.277,0.9792,0.5268,-0.4632,1
C0118,central,-1.272,0.9714,0.5608,0.4014,1
C0118,central,-1.2761,0.9647,1.0616,-1.6966,1
C0118,central,-1.2772,0.9876,-2.0477,-0.6931,1
C0118,central,-1.2642,0.9556,2.7272,-2.5884,1
C0119,east,-0.1233,0.2083,0.9018,-0.2216,1
C0119,east,-0.134,0.1838,0.8055,-1.1199,1
C0119,east,-0.1404,0.2027,-0.9258,-0.3643,1
C0119,east,-0.136,0.1793,1.125,0.3408,1
C0119,east,-0.1528,0.1923,-0.6207,-0.6576,1
C0120,west,-0.0066,0.0822,0.9038,-0.7047,1
C0120,west,0.0025,0.0889,0.8059,-0.5413,1
C0120,west,-0.0124,0.0778,0.5559,0.9378,1
C0120,west,0.0138,0.1022,0.2605,-0.211,1
C0120,west,-0.0035,0.089,1.3529,0.9439,1
C0121,west,-1.333,-0.5979,0.9941,0.3081,0
C0121,west,-1.327,-0.5792,-0.5852,-0.2798,0
C0121,west,-1.3293,-0.6106,0.5414,-1.2091,0
C0121,west,-1.3303,-0.5985,0.4179,-0.0686,0
C0121,west,-1.3245,-0.6078,-0.3151,-1.4763,0
C0122,east,1.725,-0.1149,-0.0631,2.0431,0
C0122,east,1.7272,-0.1127,0.0806,-0.1928,0
C0122,east,1.7316,-0.1076,-1.2185,1.0545,0
C0122,east,1.7271,-0.109,0.3721,-1.2443,0
C0122,east,1.7102,-0.1004,0.1797,-1.4173,0
C0123,east,1.4639,-2.0014,-2.4582,-2.2902,0
C0123,east,1.4444,-1.995,-0.8424,-0.2492,0
C0123,east,1.4633,-1.9917,-2.6914,-0.3012,0
C0123,east,1.4521,-2.0101,-1.2916,-0.1229,0
C0123,east,1.4577,-2.0123,-1.2339,2.0158,0
C0124,central,-0.4741,-1.1483,-0.2048,0.5966,0
C0124,central,-0.4589,-1.1426,0.4457,-0.7853,0
C0124,central,-0.4749,-1.1375,-0.5504,0.7141,0
C0124,central,-0.4573,-1.1316,0.3871,0.0815,0
C0124,central,-0.4546,-1.1454,-1.8693,0.7757,0
C0125,south,0.7578,0.3598,0.0568,-0.488,0
C0125,south,0.7672,0.3768,-2.1315,0.8839,0
C0125,south,0.7947,0.3631,0.1281,0.7264,0
C0125,south,0.79,0.351,0.2241,-0.1862,0
C0125,south,0.7773,0.3644,0.7388,-0.4216,0
C0126,central,0.3792,-2.1353,-1.4493,-0.1415,0
C0126,central,0.3773,-2.1403,0.5616,-0.1351,0
C0126,central,0.3648,-2.1176,-1.5249,0.5083,0
C0126,central,0.3785,-2.1261,-0.6975,-0.5752,0
C0126,central,0.3791,-2.1082,-2.8653,0.066,0
C0127,west,-2.6092,0.8361,-0.8947,2.1589,1
C0127,west,-2.6173,0.8674,0.8208,0.0761,1
C0127,west,-2.6088,0.853,1.4003,0.4358,1
C0127,west,-2.6121,0.8484,1.5554,0.817,1
C0127,west,-2.6236,0.8403,0.6363,-0.6229,1
C0128,north,0.2466,-1.7557,-0.9339,0.4236,0
C0128,north,0.2603,-1.746,1.1689,-0.0764,0
C0128,north,0.2823,-1.7361,-0.2514,-0.499,0
C0128,north,0.2222,-1.7476,-0.538,1.9225,0
C0128,north,0.2366,-1.727,-0.9246,0.7241,0
C0129,central,-0.0867,0.7581,-0.0067,0.6824,1
C0129,central,-0.0604,0.7453,1.155,0.6946,1
C0129,central,-0.0554,0.7668,1.2936,-0.0218,1
C0129,central,-0.0749,0.7429,1.5175,0.7104,1
C0129,central,-0.0603,0.7524,0.3311,0.0248,1
C0130,south,0.0798,-0.8525,1.6097,0.2286,0
C0130,south,0.0772,-0.8585,-0.9913,0.7197,0
C0130,south,0.0908,-0.8477,-0.2917,-0.3051,0
C0130,south,0.0721,-0.8325,-0.0028,2.4764,0
C0130,south,0.0757,-0.8469,0.4565,-0.2451,0
C0131,north,-1.0908,0.7695,0.4023,0.3434,0
C0131,north,-1.0778,0.789,1.2051,0.3228,0
C0131,north,-1.0766,0.7765,0.8075,0.9196,0
C0131,north,-1.0763,0.7835,0.0197,-1.4115,0
C0131,north,-1.0869,0.7866,0.7139,1.5902,0
C0132,south,-0.2688,0.1396,1.2431,0.9945,0
C0132,south,-0.2754,0.1291,0.1692,-0.9859,0
C0132,south,-0.2646,0.1412,-0.3804,1.9726,0
C0132,south,-0.2723,0.1289,-0.1621,-0.7083,0
C0132,south,-0.2652,0.1312,1.5476,0.6073,0
C0133,north,-0.1729,-1.5391,-1.8875,-0.0895,1
C0133,north,-0.1868,-1.5273,-0.6421,1.6657,1
C0133,north,-0.1709,-1.5285,-0.4071,0.2087,1
C0133,north,-0.1717,-1.5276,-1.2542,0.4923,1
C0133,north,-0.152,-1.5377,-0.8447,-0.6925,1
C0134,south,1.1736,1.261,0.5545,0.2996,1
C0134,south,1.2065,1.2742,-0.3,1.0546,1
C0134,south,1.1943,1.2531,0.9316,-0.0215,1
C0134,south,1.204,1.2553,0.812,1.2494,1
C0134,south,1.1971,1.2538,0.7963,1.7585,1
C0135,north,0.3396,1.4408,-0.1922,-0.3412,0
C0135,north,0.324,1.4428,0.8105,-2.0479,0
C0135,north,0.3346,1.4482,0.729,-0.9519,0
C0135,north,0.3471,1.4348,-0.5265,-1.0782,0
C0135,north,0.3343,1.4516,1.6279,0.2121,0
C0136,east,-0.0175,-0.0724,-0.8325,-0.1765,1
C0136,east,-0.0233,-0.0647,0.5556,-0.1477,1
C0136,east,-0.0009,-0.0752,-1.3346,-0.636,1
C0136,east,0.006,-0.0555,-0.4367,1.2046,1
C0136,east,-0.0088,-0.0507,0.4087,-0.4513,1
C0137,central,1.5369,-0.2817,-0.9513,-1.4506,1
C0137,central,1.5316,-0.2744,-0.179,-0.4099,1
C0137,central,1.5433,-0.2782,-0.7606,1.2461,1
C0137,central,1.5432,-0.2705,-1.6756,-0.5997,1
C0137,central,1.5351,-0.2737,1.2891,-1.3669,1
C0138,central,-0.5485,-0.1661,1.1268,-0.0751,0
C0138,central,-0.5449,-0.1663,-1.3325,-1.1104,0
C0138,central,-0.5613,-0.1701,1.0165,1.3389,0
C0138,central,-0.5525,-0.1702,-0.1705,-0.686,0
C0138,central,-0.5407,-0.1567,0.3765,-0.3997,0
C0139,central,-0.4095,-0.9829,-1.395,0.3703,1
C0139,central,-0.3885,-0.9832,-0.7398,1.5665,1
C0139,central,-0.399,-0.9843,-0.5956,-0.6991,1
C0139,central,-0.3937,-0.9698,1.1689,-1.7795,1
C0139,central,-0.3896,-0.9747,-0.4656,-0.1871,1
C0140,south,-1.8202,1.1086,0.0208,-0.1273,1
C0140,south,-1.8168,1.0997,0.2857,0.9992,1
C0140,south,-1.8168,1.1003,0.3931,-1.003,1
C0140,south,-1.8251,1.0881,0.6128,-0.7135,1
C0140,south,-1.8274,1.101,0.912,-1.7608,1
C0141,south,1.586,-0.5426,-0.3118,1.0668,0
C0141,south,1.5698,-0.5489,1.758,-1.0744,0
C0141,south,1.5681,-0.5344,-1.1798,-0.102,0
C0141,south,1.573,-0.5189,-1.0207,-0.0477,0
C0141,south,1.5757,-0.5421,-1.2997,0.4081,0
C0142,west,0.9654,-0.0467,0.9978,1.0132,0
C0142,west,0.9684,-0.0481,-1.0091,-0.1343,0
C0142,west,0.9665,-0.0552,0.0674,-0.8253,0
C0142,west,0.9797,-0.0297,-0.3711,0.4004,0
C0142,west,0.962,-0.0386,0.371,0.0773,0
C0143,central,0.9146,-0.792,-1.2177,0.6755,1
C0143,central,0.9097,-0.7879,-0.2006,1.0949,1
C0143,central,0.9167,-0.7831,-1.1474,0.6094,1
C0143,central,0.9146,-0.7914,-0.2527,0.9363,1
C0143,central,0.8967,-0.7901,-1.6624,1.2068,1
C0144,central,0.6492,-0.6361,-1.7569,1.6392,0
C0144,central,0.656,-0.6249,-0.7326,-1.7998,0
C0144,central,0.6655,-0.6194,-0.4163,0.9411,0
C0144,central,0.6653,-0.626,-0.5967,0.3436,0
C0144,central,0.6879,-0.6225,-0.0754,-0.6184,0
C0145,south,0.1026,-1.2631,-1.5121,-0.9131,0
C0145,south,0.1092,-1.282,1.2495,-2.3662,0
C0145,south,0.1138,-1.2706,-1.5195,-0.6446,0
C0145,south,0.1145,-1.2614,-1.3396,-1.5792,0
C0145,south,0.1199,-1.2625,-0.8126,-2.2138,0
C0146,west,0.23,1.2551,1.5143,-0.0435,1
C0146,west,0.2117,1.2526,1.8289,1.4345,1
C0146,west,0.1941,1.2477,2.1022,-0.3673,1
C0146,west,0.2019,1.2571,0.4053,-0.0973,1
C0146,west,0.2107,1.254,0.0925,0.3339,1
C0147,east,-0.2601,-0.157,-0.1913,1.3057,1
C0147,east,-0.2483,-0.1552,0.4209,0.4061,1
C0147,east,-0.2411,-0.149,1.5529,1.3446,1
C0147,east,-0.2524,-0.1582,0.7327,0.5166,1
C0147,east,-0.253,-0.1689,-1.7108,0.3483,1
C0148,east,-0.1959,0.974,-0.7721,1.0373,0
C0148,east,-0.2089,0.9698,0.7614,-0.8025,0
C0148,east,-0.2095,0.9452,-0.4387,-1.8025,0
C0148,east,-0.1992,0.9665,1.209,0.3565,0
C0148,east,-0.2099,0.9694,0.035,0.6091,0
C0149,east,0.0575,0.0034,0.0073,0.0553,1
C0149,east,0.0512,0.0223,1.5471,-0.3677,1
C0149,east,0.0508,-0.0092,-0.1107,-0.4362,1
C0149,east,0.0327,0.0162,0.5372,-0.7341,1
C0149,east,0.0506,0.0037,0.6916,-1.5174,1
