age,income,city,churned
28,10188.1,Bangalore,1
60,6065.63,Delhi,0
75,16408.86,Delhi,1
31,14396.27,Mumbai,1
63,173.11,Mumbai,0
59,15604.24,Pune,1
57,53778.42,Mumbai,0
31,142933.02,Pune,1
75,9984.12,Pune,1
42,314400.41,Mumbai,0
49,59173.01,Bangalore,0
38,270277.77,Delhi,0
69,17407.06,Delhi,0
33,47223.22,Bangalore,0
32,26498.64,Bangalore,1
66,29447.96,Mumbai,0
77,38723.66,Delhi,1
36,53341.39,Bangalore,0
40,54810.68,Delhi,0
74,6471.0,Bangalore,0
18,67467.2,Delhi,1
29,42258.07,Delhi,1
46,28818.45,Mumbai,1
73,19404.08,Mumbai,0
18,1168.01,Pune,1
27,19137.86,Mumbai,1
22,11247.87,Delhi,1
36,739.2,Pune,1
29,26820.52,Pune,1
78,100153.64,Mumbai,0
48,32410.51,Delhi,1
20,42113.83,Mumbai,1
22,37072.08,Delhi,1
69,89899.54,Mumbai,0
62,49567.58,Bangalore,1
28,28852.2,Pune,1
77,79960.68,Delhi,0
50,15427.52,Pune,0
67,75268.73,Mumbai,0
77,10241.8,Bangalore,1
46,17581.3,Delhi,0
25,128317.6,Mumbai,0
75,63081.65,Pune,0
41,36230.42,Pune,1
48,45542.28,Bangalore,0
49,38406.56,Mumbai,1
44,92224.08,Pune,0
58,7926.36,Pune,0
52,68809.45,Delhi,1
38,59563.69,Pune,1
37,5314.19,Pune,1
33,12760.57,Pune,1
20,50946.81,Delhi,0
74,28177.27,Mumbai,0
57,60869.58,Delhi,0
18,25725.37,Mumbai,1
19,50402.77,Delhi,1
78,5162.66,Delhi,0
78,54564.59,Delhi,0
27,29752.78,Delhi,1
76,45067.7,Pune,0
32,18772.28,Delhi,1
76,21592.43,Mumbai,0
63,33643.68,Delhi,0
33,59999.52,Bangalore,0
64,47372.44,Bangalore,0
74,7793.46,Pune,0
49,127378.12,Mumbai,0
60,149181.27,Delhi,0
19,8051.0,Delhi,1
77,46480.56,Mumbai,1
31,21954.56,Mumbai,1
44,17279.91,Pune,0
30,1621.35,Bangalore,1
77,22538.73,Mumbai,0
73,91024.74,Delhi,1
26,4137.44,Bangalore,1
46,57767.45,Pune,0
20,20815.31,Pune,1
65,131.77,Bangalore,1
72,33176.15,Pune,1
74,4866.12,Mumbai,1
56,73455.36,Bangalore,1
42,112434.05,Bangalore,0
78,97881.68,Bangalore,0
75,20641.94,Mumbai,0
77,244920.61,Pune,0
60,4695.33,Delhi,1
50,49533.68,Bangalore,1
55,8598.29,Mumbai,0
38,13124.68,Bangalore,1
45,22368.15,Bangalore,0
42,23636.5,Delhi,0
45,71623.64,Mumbai,1
20,6558.84,Delhi,1
38,34702.4,Bangalore,1
18,18450.59,Pune,1
35,23608.92,Mumbai,1
48,81265.86,Mumbai,1
48,6937.8,Delhi,0
29,8037.26,Bangalore,1
43,43791.6,Pune,1
40,49851.62,Pune,0
34,18093.44,Mumbai,0
65,27773.46,Bangalore,0
22,21329.91,Bangalore,1
19,10456.45,Delhi,1
78,16964.81,Pune,1
55,96699.39,Mumbai,0
53,20012.05,Mumbai,0
51,3225.66,Pune,0
38,26393.0,Pune,1
38,68358.67,Mumbai,0
70,17946.39,Bangalore,0
40,29176.74,Pune,1
48,38892.44,Delhi,0
74,15418.3,Delhi,0
69,3636.13,Pune,0
35,40244.08,Delhi,1
28,172797.79,Bangalore,0
78,165512.82,Mumbai,1
27,99602.08,Bangalore,0
50,92585.51,Delhi,0
32,1025.5,Delhi,1
66,70343.36,Pune,0
71,79242.44,Pune,0
59,7634.53,Delhi,0
65,72296.01,Bangalore,0
49,286904.96,Delhi,0
38,32910.07,Delhi,0
18,181125.49,Delhi,1
75,26786.19,Bangalore,1
51,20979.48,Pune,1
71,2539.87,Mumbai,0
40,53715.17,Bangalore,1
42,4970.39,Pune,1
37,35708.2,Bangalore,1
55,113723.84,Mumbai,0
39,15002.37,Pune,1
79,573.53,Mumbai,0
42,49930.85,Mumbai,0
61,24466.07,Mumbai,0
36,66882.96,Mumbai,1
30,53562.75,Delhi,0
46,72983.47,Mumbai,0
55,44139.19,Delhi,0
61,12565.16,Bangalore,1
73,100895.43,Delhi,0
55,45600.95,Mumbai,1
51,23200.3,Mumbai,1
47,10036.39,Delhi,0
46,13395.05,Bangalore,0
20,8380.3,Delhi,1
64,1296.95,Delhi,1
78,36877.58,Mumbai,0
46,113787.47,Mumbai,1
39,58698.71,Mumbai,0
57,118072.39,Mumbai,0
46,2942.13,Delhi,1
18,42016.15,Pune,1
57,41208.02,Bangalore,0
65,9725.5,Mumbai,0
34,128384.75,Delhi,1
77,33703.5,Delhi,0
43,230038.83,Bangalore,0
70,52170.08,Delhi,0
63,13054.51,Delhi,0
68,229208.16,Delhi,0
55,67695.94,Mumbai,1
47,14874.68,Mumbai,0
57,2726.4,Pune,0
63,25848.51,Bangalore,1
70,138284.25,Pune,0
48,145918.48,Mumbai,0
66,8161.1,Bangalore,1
25,22039.6,Bangalore,0
36,36202.48,Mumbai,1
20,29011.75,Mumbai,1
46,70638.25,Mumbai,0
39,3728.7,Bangalore,0
66,10565.15,Pune,0
69,58577.25,Pune,0
38,61211.17,Bangalore,0
47,16590.59,Delhi,1
70,37200.4,Pune,1
24,119449.01,Mumbai,1
55,132254.65,Delhi,0
20,76700.74,Bangalore,0
18,24407.06,Mumbai,1
50,80929.08,Delhi,1
77,46297.9,Delhi,1
33,38222.96,Delhi,0
58,15419.58,Delhi,1
57,176330.49,Delhi,0
59,77085.55,Delhi,0
36,60204.99,Mumbai,1
54,201896.19,Pune,0
45,13985.64,Delhi,0
40,52405.43,Bangalore,1
26,7390.56,Bangalore,1
34,104540.97,Bangalore,1
43,10600.61,Mumbai,1
24,6676.43,Bangalore,1
53,22157.85,Delhi,0
46,18990.45,Mumbai,0
50,973.02,Mumbai,0
35,71908.57,Pune,1
24,86684.76,Mumbai,0
23,104115.51,Mumbai,1
71,5471.69,Delhi,0
25,9778.32,Mumbai,0
62,63405.04,Pune,1
72,187845.76,Pune,0
27,67424.25,Delhi,1
75,16863.98,Mumbai,0
24,3267.49,Mumbai,1
26,25028.84,Delhi,0
28,4221.35,Delhi,1
27,43973.09,Pune,1
43,41880.67,Pune,0
26,18187.07,Mumbai,1
33,93900.74,Pune,0
41,53167.52,Delhi,0
32,9332.2,Bangalore,0
24,17930.38,Delhi,1
56,108477.84,Mumbai,0
55,91892.55,Delhi,1
25,3707.13,Delhi,1
27,87084.44,Delhi,1
31,26378.74,Pune,1
52,3396.72,Bangalore,1
74,17956.43,Pune,1
44,121753.73,Bangalore,0
25,5356.37,Bangalore,1
19,13213.62,Pune,1
31,241.73,Pune,1
52,40852.99,Mumbai,1
74,18002.0,Bangalore,1
22,50555.55,Mumbai,1
66,12085.16,Pune,0
49,11210.77,Delhi,1
45,11096.84,Mumbai,0
38,66.78,Pune,1
78,26041.33,Pune,0
42,58648.69,Pune,1
38,160580.3,Delhi,0
45,39472.25,Delhi,1
54,132810.32,Mumbai,0
33,8758.96,Pune,1
30,80356.53,Mumbai,1
71,5519.56,Mumbai,0
46,20850.19,Delhi,0
45,20867.11,Delhi,0
33,14590.26,Delhi,1
77,180.48,Bangalore,0
62,39805.95,Pune,1
77,23596.79,Mumbai,0
29,65326.81,Pune,1
19,160323.16,Pune,1
72,835.79,Mumbai,1
69,89878.83,Bangalore,0
73,84482.11,Mumbai,1
35,28983.98,Delhi,1
65,132006.45,Pune,0
20,94765.27,Bangalore,1
72,46137.85,Mumbai,0
79,3579.27,Pune,0
36,12124.76,Bangalore,1
40,15671.5,Bangalore,1
21,34406.84,Delhi,0
49,2654.7,Bangalore,1
74,27957.0,Delhi,0
48,40271.55,Bangalore,1
53,41048.34,Bangalore,1
74,61420.23,Mumbai,0
20,8486.52,Pune,1
41,12911.87,Mumbai,1
66,20143.82,Delhi,1
58,32961.38,Mumbai,0
37,102482.45,Pune,0
50,40788.39,Mumbai,0
77,1486.07,Mumbai,1
71,3310.67,Bangalore,1
79,27917.61,Bangalore,1
22,76419.51,Delhi,0
55,3803.38,Pune,1
78,11062.87,Bangalore,1
74,149352.33,Delhi,0
55,29411.52,Bangalore,1
40,3658.12,Delhi,1
20,116797.06,Mumbai,0
35,139448.63,Pune,1
64,105284.57,Delhi,0
63,2863.71,Delhi,0
32,44112.86,Pune,1
52,1640.32,Mumbai,0
63,22167.38,Bangalore,1
19,51192.37,Pune,1
32,2009.97,Bangalore,1
39,19685.21,Pune,0
75,45769.95,Pune,1
18,386.34,Delhi,1
23,14071.64,Mumbai,1
37,85549.36,Pune,0
76,7793.57,Pune,0
46,47667.03,Mumbai,1
28,58253.29,Pune,1
40,25054.74,Mumbai,0
57,44.85,Mumbai,1
50,12182.57,Delhi,1
30,29039.08,Mumbai,1
19,21919.11,Pune,1
60,6256.07,Pune,1
76,40837.74,Delhi,0
65,136829.65,Pune,1
31,90921.25,Delhi,1
18,32858.81,Bangalore,1
23,104935.48,Delhi,0
64,58243.45,Pune,0
55,14531.68,Bangalore,1
50,33294.1,Delhi,1
59,109190.92,Delhi,0
49,38954.49,Mumbai,1
37,12106.57,Delhi,1
21,33664.71,Mumbai,0
74,9133.6,Mumbai,0
55,42839.31,Delhi,0
27,32954.83,Mumbai,1
59,10837.53,Mumbai,1
28,30640.43,Pune,1
75,59742.12,Pune,0
70,32101.43,Bangalore,0
25,59923.06,Delhi,0
45,56052.07,Bangalore,0
22,10464.95,Pune,1
52,5042.38,Pune,1
66,68259.56,Bangalore,0
65,38880.99,Pune,1
43,211460.33,Bangalore,0
47,156499.26,Bangalore,0
56,9657.95,Mumbai,1
73,113357.34,Delhi,0
21,19734.38,Mumbai,1
31,10228.17,Delhi,1
24,53632.76,Bangalore,1
48,31805.94,Pune,0
18,15388.7,Bangalore,1
28,18497.82,Pune,1
46,11497.99,Pune,1
32,9659.46,Delhi,1
44,21424.77,Pune,0
56,7338.52,Bangalore,1
65,31778.45,Pune,0
55,53903.51,Bangalore,1
67,38096.42,Delhi,1
41,83896.12,Bangalore,1
54,63899.61,Pune,1
18,56087.89,Delhi,1
74,66276.45,Delhi,0
45,36684.08,Bangalore,0
25,50147.66,Mumbai,1
34,52830.61,Bangalore,1
19,149425.81,Mumbai,1
79,112766.52,Delhi,0
58,81311.4,Mumbai,0
53,134635.66,Pune,0
44,9538.8,Mumbai,0
72,16165.62,Delhi,0
43,21450.12,Delhi,0
60,51420.65,Mumbai,0
61,2019.74,Delhi,0
23,32980.6,Mumbai,0
31,30712.83,Delhi,1
48,66113.34,Pune,1
51,100943.34,Delhi,1
76,42262.44,Mumbai,0
75,39328.75,Delhi,1
50,5587.6,Bangalore,0
37,86367.91,Pune,0
26,73031.03,Bangalore,0
55,8307.24,Bangalore,1
65,102867.18,Pune,0
56,21270.33,Mumbai,1
66,13188.76,Bangalore,1
73,39573.25,Bangalore,0
63,109163.66,Delhi,1
67,53425.87,Mumbai,0
58,63441.78,Mumbai,0
67,28589.86,Delhi,0
70,49559.88,Delhi,1
56,8909.62,Delhi,0
44,55003.36,Mumbai,0
57,104916.79,Bangalore,0
39,59076.94,Mumbai,1
20,12556.82,Mumbai,1
73,38350.33,Pune,0
51,44054.64,Bangalore,1
23,79474.21,Mumbai,0
30,41740.44,Bangalore,1
78,24942.25,Mumbai,0
67,13461.71,Delhi,0
29,23176.15,Pune,0
44,19809.11,Mumbai,1
38,232629.33,Mumbai,0
72,68071.38,Mumbai,0
67,55096.59,Mumbai,1
33,16652.19,Bangalore,1
25,56715.43,Mumbai,0
76,22180.37,Mumbai,1
41,6309.86,Bangalore,1
21,57531.71,Pune,1
58,52934.63,Mumbai,1
72,62565.86,Bangalore,0
38,110026.46,Pune,1
59,23607.46,Delhi,0
70,12621.39,Mumbai,0
59,16910.83,Delhi,1
36,26676.28,Delhi,0
65,62862.1,Pune,0
54,12089.62,Mumbai,1
28,31719.1,Delhi,1
39,16192.85,Pune,1
77,50698.59,Mumbai,1
24,34706.47,Pune,1
52,29520.88,Pune,0
35,14406.8,Bangalore,1
29,27848.25,Delhi,1
68,33635.52,Bangalore,0
36,113119.49,Delhi,0
37,16606.15,Bangalore,1
49,87382.92,Bangalore,1
39,104624.62,Mumbai,0
18,5445.15,Mumbai,0
73,55816.93,Pune,0
60,171120.02,Mumbai,0
74,29845.77,Bangalore,0
54,41861.48,Mumbai,0
53,29937.57,Bangalore,0
78,27502.23,Delhi,1
24,29972.63,Delhi,1
70,22949.84,Mumbai,1
34,86865.64,Delhi,0
65,56167.24,Bangalore,0
67,6349.02,Pune,0
30,32500.96,Mumbai,1
41,1097.93,Bangalore,1
42,55901.61,Delhi,1
75,99442.5,Mumbai,0
77,18836.38,Bangalore,0
41,118420.06,Bangalore,0
19,10987.36,Pune,1
79,32528.79,Bangalore,1
65,4307.31,Pune,1
58,26722.7,Mumbai,1
46,72013.38,Delhi,0
35,22708.78,Delhi,0
63,26642.23,Mumbai,1
51,11232.26,Delhi,1
68,23246.03,Pune,1
67,175241.18,Bangalore,0
59,41050.92,Bangalore,0
33,58765.02,Delhi,1
75,51183.06,Mumbai,0
36,49737.62,Delhi,1
74,83930.72,Delhi,0
43,133291.39,Pune,1
46,2606.46,Delhi,1
40,69489.79,Mumbai,1
57,7405.35,Delhi,1
76,79752.24,Delhi,0
20,38660.6,Bangalore,0
58,84270.71,Delhi,0
31,45981.3,Bangalore,1
54,63210.96,Pune,0
61,95012.0,Delhi,1
76,136346.52,Mumbai,0
49,22617.55,Bangalore,1
42,143334.53,Mumbai,0
69,118985.51,Delhi,1
60,11593.69,Pune,1
77,13076.61,Bangalore,1
28,83398.63,Pune,1
58,28065.49,Mumbai,0
69,29742.08,Bangalore,1
57,18119.63,Mumbai,0
38,30977.74,Mumbai,0
62,44064.73,Pune,0
47,61645.41,Mumbai,1
50,21380.79,Pune,1
19,86481.12,Delhi,1
44,27082.05,Mumbai,1
27,20045.17,Pune,1
63,28232.24,Bangalore,0
68,469.78,Mumbai,0
67,10583.52,Delhi,0
59,162024.04,Mumbai,0
28,26313.52,Mumbai,1
18,385.86,Pune,0
65,148368.62,Pune,0
65,24524.13,Delhi,0
49,40647.44,Mumbai,0
56,39614.82,Pune,1
44,99563.78,Delhi,1
76,32557.22,Mumbai,0
39,8536.77,Pune,0
75,88077.3,Bangalore,0
48,8038.82,Pune,0
44,2441.64,Bangalore,1
52,175128.51,Mumbai,0
24,34594.61,Pune,0
38,55519.49,Bangalore,0
44,26196.7,Delhi,1
40,31258.05,Pune,1
42,8183.09,Mumbai,1
54,7652.55,Mumbai,0
49,6821.23,Mumbai,1
71,82389.96,Bangalore,0
33,67713.27,Bangalore,1
66,5621.6,Pune,0
38,36044.66,Pune,1
20,34211.14,Bangalore,1
21,16373.39,Pune,1
60,52874.24,Bangalore,1
64,36564.47,Mumbai,1
71,41703.71,Pune,1
35,121328.75,Mumbai,0
29,62981.63,Delhi,1
60,52710.3,Delhi,0
42,59816.02,Pune,1
35,3823.03,Delhi,0
40,6910.21,Mumbai,1
70,162040.55,Mumbai,0
18,87680.06,Pune,1
32,23038.79,Bangalore,0
66,86197.73,Bangalore,0
25,33875.6,Delhi,1
19,7259.77,Bangalore,1
66,26769.01,Bangalore,1
64,21001.17,Bangalore,0
32,3282.01,Pune,1
51,27528.44,Mumbai,0
28,26354.51,Mumbai,0
62,109427.78,Pune,0
53,15199.28,Pune,1
67,7205.07,Pune,0
21,142759.52,Bangalore,0
44,13025.6,Mumbai,1
52,52603.75,Mumbai,1
22,9248.79,Delhi,1
19,25116.65,Mumbai,1
74,817.14,Bangalore,0
44,617.39,Mumbai,1
77,34461.92,Pune,0
43,12877.29,Mumbai,1
77,72747.41,Pune,0
23,48224.2,Bangalore,0
65,242833.89,Mumbai,0
23,27009.66,Bangalore,0
19,34064.52,Delhi,1
54,241076.41,Bangalore,0
40,24597.11,Delhi,1
18,100302.14,Bangalore,0
76,46750.56,Delhi,1
63,19421.75,Delhi,1
38,117285.97,Bangalore,0
40,50566.76,Mumbai,1
24,34143.24,Pune,0
34,73127.68,Mumbai,0
44,69993.89,Pune,0
76,49212.04,Delhi,1
73,8581.0,Bangalore,0
19,172784.75,Pune,1
48,13230.04,Bangalore,0
56,121636.07,Pune,0
35,20153.16,Delhi,1
19,13777.73,Mumbai,1
63,134615.98,Pune,0
41,7829.99,Delhi,0
26,1452.76,Bangalore,1
37,1825.77,Pune,1
47,130731.5,Pune,0
22,8907.23,Bangalore,1
51,49198.4,Bangalore,0
66,50450.96,Mumbai,1
48,50624.19,Delhi,1
53,132129.71,Mumbai,0
57,34188.69,Delhi,0
22,78307.3,Bangalore,0
23,24756.03,Mumbai,1
78,73630.31,Delhi,0
35,23681.99,Delhi,1
24,1867.3,Mumbai,1
44,128871.61,Mumbai,0
48,1613.58,Delhi,1
44,111514.4,Bangalore,0
19,10242.06,Delhi,1
53,30771.39,Bangalore,1
43,45381.02,Mumbai,0
70,75001.63,Pune,0
48,79068.7,Pune,0
75,215495.92,Mumbai,0
71,12421.89,Mumbai,0
34,66215.72,Delhi,0
60,23318.39,Delhi,1
38,98839.0,Bangalore,0
39,9065.05,Delhi,1
50,18939.67,Bangalore,1
29,6066.27,Pune,1
61,11803.93,Delhi,1
20,45896.28,Bangalore,1
44,11155.04,Bangalore,0
38,72227.97,Pune,1
35,3324.04,Pune,1
21,52544.96,Mumbai,1
20,8281.71,Bangalore,1
28,68496.49,Delhi,1
44,25241.36,Bangalore,1
58,66348.96,Bangalore,0
28,48508.01,Delhi,1
30,5602.79,Delhi,1
75,70440.04,Bangalore,0
41,20005.78,Delhi,1
24,99921.04,Bangalore,0
18,12820.19,Pune,1
70,7820.35,Pune,0
74,86961.04,Delhi,0
67,68406.51,Pune,0
70,12139.73,Delhi,0
49,87663.32,Pune,0
23,19785.4,Mumbai,1
23,32262.85,Pune,0
60,33483.09,Bangalore,0
68,141321.83,Pune,0
48,99517.24,Pune,0
59,12767.91,Bangalore,1
68,1656.18,Pune,0
71,21647.74,Bangalore,1
29,50344.65,Delhi,1
30,123401.6,Bangalore,0
29,22787.32,Pune,1
40,34058.52,Delhi,0
77,15993.69,Pune,0
63,337.2,Bangalore,1
30,49884.53,Delhi,1
76,58856.22,Pune,0
44,111242.77,Bangalore,1
66,60678.6,Mumbai,1
28,47469.5,Delhi,1
62,112638.9,Bangalore,0
38,206935.15,Delhi,0
50,31132.35,Mumbai,0
38,123757.42,Mumbai,0
72,57726.13,Bangalore,1
55,760.59,Bangalore,1
53,7773.1,Mumbai,1
50,25784.58,Pune,1
23,20454.89,Delhi,0
77,27597.07,Bangalore,0
77,10107.07,Bangalore,0
68,255427.5,Pune,0
58,14022.36,Pune,0
64,68838.36,Bangalore,0
30,118083.38,Bangalore,1
36,87430.88,Pune,0
37,38074.62,Delhi,1
36,30649.15,Pune,1
42,15555.17,Mumbai,1
46,33959.72,Mumbai,0
18,27807.86,Pune,1
36,124851.44,Delhi,1
45,63780.31,Delhi,0
29,616.56,Pune,0
76,24258.42,Mumbai,1
30,32761.62,Bangalore,1
77,35758.29,Pune,0
41,121481.93,Delhi,1
45,141736.35,Pune,0
38,3693.56,Delhi,1
73,109591.43,Pune,0
76,11274.19,Mumbai,1
44,21376.1,Pune,1
55,14917.77,Delhi,0
32,41950.62,Pune,1
71,75993.82,Bangalore,0
29,51743.61,Mumbai,1
24,73075.28,Mumbai,1
33,26368.45,Pune,1
20,9124.64,Delhi,1
26,48617.85,Mumbai,0
69,31060.37,Pune,0
41,23636.87,Bangalore,1
45,1219.82,Mumbai,1
42,20765.93,Mumbai,1
52,36111.71,Mumbai,1
42,73889.01,Bangalore,0
34,3744.95,Mumbai,1
20,9097.61,Pune,1
44,124828.13,Bangalore,0
27,12506.91,Delhi,0
26,34684.61,Bangalore,1
36,58049.33,Delhi,0
79,129706.82,Pune,0
53,20827.22,Pune,1
52,14441.71,Mumbai,1
27,75934.8,Bangalore,1
24,46692.05,Pune,1
19,40149.63,Pune,1
70,52848.65,Mumbai,1
69,60496.31,Pune,0
44,37951.5,Bangalore,0
61,1160.35,Delhi,0
57,4638.74,Pune,1
45,1820.93,Pune,0
27,5589.77,Mumbai,1
18,37076.23,Bangalore,1
42,61310.81,Bangalore,0
32,567.5,Mumbai,1
48,127631.85,Bangalore,0
30,87055.01,Bangalore,0
48,17960.34,Mumbai,1
50,207423.61,Bangalore,0
68,6825.2,Pune,0
73,16845.61,Delhi,1
48,6598.17,Pune,0
18,43380.72,Mumbai,1
36,29541.85,Pune,1
32,90837.85,Delhi,1
34,33539.92,Bangalore,0
63,5263.16,Pune,1
37,11357.31,Mumbai,1
52,46519.8,Pune,0
47,45017.94,Delhi,0
74,124663.2,Pune,0
34,10918.88,Delhi,1
53,28371.89,Delhi,1
19,15546.28,Mumbai,1
36,48858.94,Pune,1
30,66233.55,Bangalore,0
25,42904.51,Bangalore,1
53,94001.8,Mumbai,0
72,10143.78,Bangalore,1
34,85461.18,Delhi,1
35,39459.02,Pune,1
38,1498.17,Delhi,1
44,120245.78,Delhi,0
34,88428.12,Pune,1
67,121474.03,Pune,0
23,24847.82,Delhi,1
29,55001.03,Pune,1
29,1432.99,Bangalore,1
72,51270.68,Delhi,1
33,75678.04,Pune,0
47,13457.85,Bangalore,1
70,14063.07,Delhi,0
41,26653.09,Mumbai,0
31,25424.97,Pune,1
28,27635.16,Bangalore,0
69,52162.07,Delhi,0
42,3586.53,Bangalore,1
64,1636.87,Bangalore,1
26,41999.82,Pune,1
78,73229.84,Pune,0
20,19974.8,Bangalore,1
64,51385.15,Mumbai,1
53,3389.4,Mumbai,1
25,6334.84,Mumbai,1
56,24601.86,Pune,0
76,37930.09,Delhi,0
43,64895.07,Pune,0
70,169529.88,Delhi,0
63,13321.33,Bangalore,1
45,73622.2,Bangalore,0
23,9334.54,Pune,1
44,8227.18,Mumbai,0
37,70545.72,Pune,0
19,92918.58,Bangalore,0
68,22121.04,Bangalore,1
31,29706.95,Bangalore,0
76,11972.66,Delhi,0
62,62315.11,Delhi,0
66,131406.71,Mumbai,1
24,85777.74,Mumbai,1
29,36783.21,Mumbai,1
79,328.08,Pune,0
51,153386.47,Delhi,1
19,176133.42,Delhi,0
23,4079.66,Bangalore,1
79,40792.05,Bangalore,0
25,25076.57,Delhi,0
36,16417.88,Bangalore,1
25,17242.41,Bangalore,1
46,85440.95,Bangalore,0
54,74897.41,Delhi,1
51,71644.98,Mumbai,0
63,46479.2,Mumbai,0
35,10882.41,Mumbai,1
33,241456.94,Bangalore,0
31,107484.14,Pune,0
60,35340.39,Delhi,0
21,74775.7,Bangalore,0
47,18889.07,Delhi,0
69,65334.7,Delhi,0
32,544.45,Pune,0
78,6639.73,Mumbai,1
67,72219.77,Bangalore,0
25,41715.66,Delhi,1
59,16105.2,Bangalore,0
71,44077.21,Delhi,0
70,32753.91,Pune,0
62,109878.16,Pune,1
79,67206.22,Delhi,0
64,24930.74,Delhi,0
57,58817.94,Pune,1
42,99250.44,Delhi,0
55,42930.67,Delhi,0
21,79956.2,Mumbai,1
36,17457.76,Pune,1
60,130687.61,Bangalore,0
45,4040.14,Delhi,0
77,114925.78,Mumbai,1
49,117953.65,Pune,0
58,21216.95,Bangalore,0
41,35994.71,Delhi,1
32,19927.85,Bangalore,1
74,75754.66,Mumbai,1
51,11095.78,Pune,1
26,2927.71,Bangalore,1
25,44502.21,Bangalore,0
31,13957.61,Pune,1
62,73045.66,Mumbai,1
42,126082.72,Delhi,0
59,41613.19,Mumbai,1
39,23088.4,Mumbai,0
45,18277.58,Mumbai,1
23,10901.91,Delhi,1
18,35984.98,Pune,1
53,97071.08,Delhi,0
21,16164.37,Delhi,0
52,53131.81,Mumbai,1
60,324716.11,Pune,0
74,95192.24,Delhi,0
60,97185.04,Pune,0
37,2152.34,Delhi,1
53,104196.53,Bangalore,0
46,64619.83,Delhi,0
32,72005.12,Bangalore,0
71,52129.3,Delhi,0
59,29758.57,Mumbai,1
34,36074.98,Bangalore,1
24,86960.57,Delhi,1
44,35033.59,Bangalore,1
56,54413.9,Mumbai,1
53,77327.55,Delhi,0
53,46558.06,Delhi,0
51,5941.29,Mumbai,1
40,36632.52,Delhi,0
26,6554.09,Bangalore,1
31,14074.67,Mumbai,0
20,87324.32,Bangalore,0
62,82059.22,Mumbai,1
56,26540.84,Mumbai,0
29,19888.18,Bangalore,1
34,11764.79,Pune,1
27,32220.67,Pune,1
47,49734.1,Delhi,1
57,17562.65,Delhi,0
19,12098.37,Mumbai,1
58,34596.77,Delhi,0
25,30521.9,Mumbai,1
24,22292.96,Delhi,1
70,50316.01,Pune,0
34,10740.97,Bangalore,1
74,56117.81,Mumbai,0
24,5155.51,Bangalore,1
79,10593.02,Delhi,1
74,77382.31,Bangalore,0
24,29442.77,Mumbai,1
18,31532.97,Delhi,1
69,15322.7,Pune,0
39,6534.12,Delhi,1
33,63702.84,Bangalore,0
27,66422.74,Pune,0
29,54300.92,Bangalore,1
46,86642.25,Mumbai,0
66,174986.23,Bangalore,0
74,3784.38,Delhi,0
33,33232.47,Mumbai,1
61,28779.11,Pune,1
76,24137.31,Bangalore,0
40,72006.79,Bangalore,0
53,35301.95,Mumbai,1
29,125320.04,Delhi,1
71,277618.0,Bangalore,0
61,23408.93,Pune,1
59,176076.66,Delhi,0
51,9804.06,Pune,0
35,66973.16,Bangalore,0
62,81808.59,Bangalore,1
66,122273.13,Bangalore,0
20,68734.21,Mumbai,1
41,48446.04,Pune,1
28,30466.79,Pune,1
53,8122.64,Bangalore,1
37,14025.58,Mumbai,1
24,91732.54,Bangalore,0
46,14982.84,Delhi,0
26,4207.55,Mumbai,1
53,29763.84,Delhi,0
61,10234.21,Mumbai,0
52,201889.08,Pune,0
47,7876.5,Pune,0
51,3274.0,Delhi,1
54,171581.13,Pune,0
53,224446.29,Pune,0
31,29393.07,Pune,1
43,65211.99,Delhi,0
36,44779.24,Delhi,1
35,1110.99,Delhi,1
28,23846.71,Pune,0
50,21534.78,Mumbai,0
29,110125.72,Bangalore,1
25,4578.24,Delhi,1
79,13901.48,Bangalore,1
64,117647.23,Bangalore,0
18,47681.47,Bangalore,1
77,15154.69,Delhi,0
44,74115.37,Delhi,0
21,18648.24,Delhi,1
70,74094.26,Delhi,0
66,452.58,Pune,0
38,3594.73,Pune,1
31,94916.57,Bangalore,0
45,227829.56,Bangalore,0
38,61994.85,Delhi,1
36,24838.86,Bangalore,0
20,10346.8,Bangalore,0
66,96894.83,Delhi,0
78,49964.16,Mumbai,1
41,72354.8,Bangalore,1
52,31512.37,Delhi,1
45,78152.75,Bangalore,0
23,130356.15,Delhi,0
32,18445.02,Bangalore,1
37,35238.07,Pune,0
43,35014.53,Delhi,1
78,75350.05,Mumbai,0
57,2844.53,Mumbai,1
21,4729.64,Delhi,0
66,69474.56,Pune,1
74,64738.06,Mumbai,0
39,5901.06,Mumbai,0
35,1228.23,Pune,1
18,17145.53,Pune,0
22,170905.87,Bangalore,1
53,107099.97,Delhi,0
56,18142.13,Mumbai,1
33,1356.75,Bangalore,1
73,8924.49,Pune,0
64,40396.49,Pune,1
40,249208.69,Pune,0
56,26531.5,Pune,0
39,32345.91,Mumbai,1
21,38312.57,Delhi,1
34,14663.77,Pune,0
53,35873.08,Pune,0
37,63440.14,Mumbai,0
47,19870.8,Mumbai,1
22,29344.89,Bangalore,1
72,7464.44,Pune,1
49,151308.28,Pune,0
71,1178.3,Delhi,0
39,26485.24,Delhi,0
57,38676.79,Delhi,1
28,39890.3,Delhi,1
72,24508.08,Bangalore,0
62,25016.01,Mumbai,0
75,17890.11,Mumbai,0
73,38127.27,Delhi,0
35,8686.78,Delhi,1
68,21554.98,Delhi,1
35,5774.46,Pune,1
26,4582.02,Mumbai,0
45,13335.95,Pune,1
